Actor Type,Actor Type (group),Attack Context,Attack Context (group),Calculation2,Calculation2 - Split 2,City,Country,Country Code,Day Of Dateclean,Details,Incident Id,Lat,Location,Long,Means Of Attack,Means Of Attack (group),Region,Gender Female,Gender Male,Gender Unknown,Latitude,Longitude,Total Affected,Total Internationals,Total Kidnapped,Total Killed,Total Nationals,Total Wounded
Unknown,Unknown,Ambush,Ambush,29.4917691 14.5844444),14.5844444),,Sudan,SD,9/1/2001,1 INGO national staff killed in ambush.,157,29.4917691,POINT(29.4917691 14.5844444),14.5844444,Unknown,Other,,0,0,1,14.5844444,29.4917691,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.376632 33.452008),33.452008),Ghouta,Syrian Arab Republic,SY,11/24/2013,A UN staff member was killed when a mortar shell struck his vehicle as he was driving near Damascus airport. He and three other passengers in the vehicle were killed instantly.,1606,36.376632,POINT(36.376632 33.452008),33.452008,Shelling,Explosives,Damascus,0,1,0,33.452008,36.376632,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,31.263156 4.611755),4.611755),,South Sudan,SS,11/25/2013,One national UN staff member was injured when two teenagers attempted to steal his laptop bag. He received medical care at a UN hospital.,1608,31.263156,POINT(31.263156 4.611755),4.611755,Bodily assault,Bodily assault,Central Equatoria,0,1,0,4.611755,31.263156,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,65.901625 32.627761),32.627761),,Afghanistan,AF,11/26/2013,Three aid workers involved in a village-level development project were killed by a remote-controlled bomb.,1609,65.901625,POINT(65.901625 32.627761),32.627761,Other Explosives,Explosives,Uruzgan,0,0,3,32.627761,65.901625,3,0,0,3,3,0
Non-state armed group: National,Non-state armed group,Ambush,Ambush,64.686842 35.881989),35.881989),Maymana-Almar main road,Afghanistan,AF,11/27/2013,"Six Afghan staff of an INGO were killed and one was wounded when they were attacked by insurgents, who opened fire on them. The aid workers, who were working on different projects, may have been deliberately singled out for attack.",1610,64.686842,POINT(64.686842 35.881989),35.881989,Shooting,Shooting,Faryab,0,7,0,35.881989,64.686842,7,0,0,6,7,1
Unknown,Unknown,Individual attack,Individual attack,69.157429 34.501665),34.501665),Kabul (Babur Gardens),Afghanistan,AF,11/18/2013,"Two international NGO staff members, while walking on the hillside above Babur Gardens, were approached by three young men who stole their phones and wallets. The perpetrators beat the male staff member when he tried to retrieve their phones. He sustained injuries and received medical treatment.",1611,69.157429,POINT(69.157429 34.501665),34.501665,Bodily assault,Bodily assault,Kabul,0,1,0,34.501665,69.157429,1,1,0,0,0,1
Non-state armed group: National,Non-state armed group,Unknown,Other,62.875252 35.071902),35.071902),,Afghanistan,AF,12/1/2013,"Two INGO staff and their driver, while distributing food at a school, were abducted by anti-government extremists. (A third INGO staff member was present but managed to escape.) After community elders intervened, the two INGO staff and the driver were released two days later on December 3.",1612,62.875252,POINT(62.875252 35.071902),35.071902,Kidnapping,Kidnapping,Badghis,0,3,0,35.071902,62.875252,3,0,3,0,3,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.106299 32.6327),32.6327),Shamal Al Khatt Quarter,Syrian Arab Republic,SY,12/2/2013,A UN staff member was killed by shrapnel from a mortar round that struck her residence.,1613,36.106299,POINT(36.106299 32.6327),32.6327,Shelling,Explosives,Daraa,1,0,0,32.6327,36.106299,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.30053 33.470376),33.470376),Yarmouk Camp,Syrian Arab Republic,SY,7/14/2013,One UN staff member suffered head injuries on 9 July 2013 when a shell exploded at the southern end of Palestine Street in Yarmouk. He subsequently died five days later on 14 July 2013.,1614,36.30053,POINT(36.30053 33.470376),33.470376,Shelling,Explosives,Rural Damascus,0,1,0,33.470376,36.30053,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.112475 33.372937),33.372937),Khan Eshieh Camp,Syrian Arab Republic,SY,3/13/2013,A UN staff member suffered injuries when he was hit by shrapnel from a nearby explosion in Khan Eshieh camp on 13 March. He died from his injuries the next day.,1615,36.112475,POINT(36.112475 33.372937),33.372937,Other Explosives,Explosives,Damascus,0,1,0,33.372937,36.112475,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,36.303878 33.471227),33.471227),"Yarmouk Camp, Al Quds Street",Syrian Arab Republic,SY,11/4/2012,An UN staff member died in Yarmouk refugee camp.,1616,36.303878,POINT(36.303878 33.471227),33.471227,Unknown,Other,Rural Damascus,1,0,0,33.471227,36.303878,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,49.083416 8.3676771),8.3676771),,Somalia,SO,9/1/2001,1 INGO national staff kidnapped on his way to work.,158,49.083416,POINT(49.083416 8.3676771),8.3676771,Kidnapping,Kidnapping,,0,1,0,8.3676771,49.083416,1,0,1,0,1,0
Unknown,Unknown,Unknown,Other,37.38333 33.5),33.5),Al-Midan,Syrian Arab Republic,SY,7/31/2012,A UN staff member was struck by a bullet.,1617,37.38333,POINT(37.38333 33.5),33.5,Shooting,Shooting,Damascus,0,1,0,33.5,37.38333,1,1,0,1,0,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.28752 33.34658),33.34658),"Sayyidah Zaynab, Babbila",Syrian Arab Republic,SY,9/28/2012,A UN staff member was killed in crossfire near his home.,1618,36.28752,POINT(36.28752 33.34658),33.34658,Shooting,Shooting,Rural Damascus,0,1,0,33.34658,36.28752,1,0,0,1,1,0
Unaffiliated,Unknown,Individual attack,Individual attack,70.556332 37.100701),37.100701),Fayzabad,Afghanistan,AF,11/5/2013,An INGO staff member was stabbed and killed by the son of the mayor of Faizabad.,1619,70.556332,POINT(70.556332 37.100701),37.100701,Bodily assault,Bodily assault,Badakhshan,0,1,0,37.100701,70.556332,1,0,0,1,1,0
Non-state armed group: Unknown,Non-state armed group,Raid,Raid,18.555975 4.361698),4.361698),Bangui,Central African Republic,CF,12/5/2013,One off-duty INGO national staff member was shot and killed by armed intruders at his home. The attack seems to have been religiously motivated.,1621,18.555975,POINT(18.555975 4.361698),4.361698,Shooting,Shooting,Bangui,0,1,0,4.361698,18.555975,1,0,0,1,1,0
Non-state armed group: Global,Non-state armed group,Raid,Raid,44.212945 15.352027),15.352027),Bab Al Yemen,Yemen,YE,12/5/2013,Two Germans and one Yemeni co-worker were killed and one Yemeni co-worker was wounded in an attack by Al Qaeda-linked militants on the Yemeni defense ministry complex (two additional staff were present but unhurt). The German staff were in the hospital due to medical treatment. The complex was targeted because it supposedly accommodated drone control rooms and American experts. Over 50 people were killed and over 160 injured in the attack.,1622,44.212945,POINT(44.212945 15.352027),15.352027,Complex attack,Other,Sana'a,1,3,0,15.352027,44.212945,4,2,0,3,2,1
Unknown,Unknown,Raid,Raid,11.534682 11.671952),11.671952),Damagun,Nigeria,NG,12/6/2013,One NGO staff member suffered gunshot wounds when the NGO was robbed by gunmen.,1623,11.534682,POINT(11.534682 11.671952),11.671952,Shooting,Shooting,Yobe,0,0,1,11.671952,11.534682,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,28.39885 4.577313),4.577313),Yambio,South Sudan,SS,12/7/2013,A security guard for an INGO compound was attacked by an armed intruder. The guard was hospitalized and is in stable condition.,1624,28.39885,POINT(28.39885 4.577313),4.577313,Unknown,Other,Western Equatoria,0,1,0,4.577313,28.39885,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Unknown,Other,64.813115 32.308525),32.308525),,Afghanistan,AF,12/7/2013,One UN contractor de-mining staff member was abducted by unknown gunmen in Musa Qala District.,1625,64.813115,POINT(64.813115 32.308525),32.308525,Kidnapping,Kidnapping,Helmand,0,1,0,32.308525,64.813115,1,0,1,0,1,0
Unknown,Unknown,Unknown,Other,-7.519128 15.075763),15.075763),"Gueneba, 40 km E of Nara",Mali,ML,12/13/2013,An NGO humanitarian worker was killed by unknown robbers.,1626,-7.519128,POINT(-7.519128 15.075763),15.075763,Unknown,Other,Koulikoro,0,0,1,15.075763,-7.519128,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,33.126794 6.799846),6.799846),Pibor,South Sudan,SS,12/16/2013,One nationally recruited INGO member was injured by a stray bullet when a fight involving the Sudan People's Liberation Army (SPLA) erupted.,1627,33.126794,POINT(33.126794 6.799846),6.799846,Shooting,Shooting,Jonglei,0,0,1,6.799846,33.126794,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,17.5691241 -11.8775768),-11.8775768),,Angola,AO,9/1/2001,One INGO national staff wounded by landmine while fixing hand pump. Resulted in amputation.,159,17.5691241,POINT(17.5691241 -11.8775768),-11.8775768,Landmine,Explosives,,0,0,1,-11.8775768,17.5691241,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,70.359338 34.405904),34.405904),,Afghanistan,AF,12/17/2013,One UN Agency Implementing Partner staff member was traveling in the organization's vehicle when stopped by an armed group and subsequently abducted.,1628,70.359338,POINT(70.359338 34.405904),34.405904,Kidnapping,Kidnapping,Nangarhar,0,0,1,34.405904,70.359338,1,0,1,0,1,0
Unaffiliated,Unknown,Raid,Raid,33.002922 7.785145),7.785145),Akobo,South Sudan,SS,12/19/2013,"An INGO staff member was killed by Nuer youth during an attack on a UN base in Akobo, where the staff was taking refuge. The attack seems to have been ethnically motivated.",1630,33.002922,POINT(33.002922 7.785145),7.785145,Shooting,Shooting,Jonglei,0,1,0,7.785145,33.002922,1,0,0,1,1,0
Unknown,Unknown,Raid,Raid,35.786359 35.517223),35.517223),,Syrian Arab Republic,SY,1/2/2014,"Five international staffers of an INGO (Belgian, Danish, Peruvian, Swedish, and Swiss) were forcibly taken from the organization's residence in Northern Syria 'for questioning,' and have been out of contact since 2 January. As a result, the organization closed some of its medical facilities in the area. UPDATE: Three were released on 4 April and the remaining two on 14 May 2014.",1631,35.786359,POINT(35.786359 35.517223),35.517223,Kidnapping,Kidnapping,Latakia,0,1,4,35.517223,35.786359,5,5,5,0,0,0
Aid recipient,Aid recipient,Unknown,Other,14.042994 4.976647),4.976647),Guiwa Refugee Camp,Cameroon,CM,1/2/2014,"Two UN staff members were held against their will by refugees who believed the presence of the UN would prevent an attack by local villagers (the refugees feared a retaliatory attack as there was an altercation between the two parties on 1 January 2014). One UN staff member was released on 3 January 2014, and the other on 4 January 2014.",1632,14.042994,POINT(14.042994 4.976647),4.976647,Kidnapping,Kidnapping,East,0,2,0,4.976647,14.042994,2,1,2,0,1,0
Non-state armed group: Regional,Non-state armed group,Unknown,Other,44.077254 2.795825),2.795825),"Buur Hakaba, Liimaale",Somalia,SO,1/3/2014,A national polio worker contracted by the UN was abducted by suspected Al Shabaab near Buur Hakaba. It appears that Al Shabaab believed those associated with the polio campaign to be spies.,1633,44.077254,POINT(44.077254 2.795825),2.795825,Kidnapping,Kidnapping,Bay,0,1,0,2.795825,44.077254,1,0,1,0,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,37.164151 36.212883),36.212883),Aleppo,Syrian Arab Republic,SY,1/7/2014,Three local staff of an INGO were killed during a mortar attack.,1634,37.164151,POINT(37.164151 36.212883),36.212883,Shelling,Explosives,Aleppo,0,0,3,36.212883,37.164151,3,0,0,3,3,0
Non-state armed group: National,Non-state armed group,Unknown,Other,65.054705 31.621777),31.621777),Bandi Timor,Afghanistan,AF,1/13/2014,"Four UN-contracted polio doctors were abducted, taken to a desert area, and harshly beaten by anti-government forces. They were released a few hours later.",1635,65.054705,POINT(65.054705 31.621777),31.621777,Bodily assault,Bodily assault,Kandahar,0,0,4,31.621777,65.054705,4,0,0,0,4,4
Unknown,Unknown,Individual attack,Individual attack,-58.381552 -34.603803),-34.603803),Buenos Aires,Argentina,AR,12/14/2013,"One international UN staffer was robbed and attacked on the street, suffering substantial injuries and requiring hospitalization.",1636,-58.381552,POINT(-58.381552 -34.603803),-34.603803,Bodily assault,Bodily assault,Buenos Aires,0,1,0,-34.603803,-58.381552,1,1,0,0,0,1
Unknown,Unknown,Unknown,Other,36.35 33.483333),33.483333),Damascus,Syrian Arab Republic,SY,8/1/2013,"One Syrian Arab Red Crescent volunteer, after having disappeared for five months, died on 8 January 2014.
",1638,36.35,POINT(36.35 33.483333),33.483333,Kidnap-killing,Kidnapping,Damascus,0,1,0,33.483333,36.35,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Raid,Raid,69.181356 34.537071),34.537071),"Kabul, Wazir Khan , Taverna du Leban Restaurant",Afghanistan,AF,1/17/2014,"Two UN international staff were killed in a complex attack (one suicide bomber, two gunmen) at Taverna du Leban Restaurant in Kabul. The Taliban confirmed responsibility for the attack. At least 21 people (13 internationals and eight Afghans) have been reported dead.",1639,69.181356,POINT(69.181356 34.537071),34.537071,Complex attack,Other,Kabul,2,0,0,34.537071,69.181356,2,2,0,2,0,0
Unknown,Unknown,Individual attack,Individual attack,96.7023788 5.2022128),5.2022128),Bireuen,Indonesia,ID,10/3/2001,"1 IFRC national staff killed with signs of torture in Aceh.
",160,96.7023788,POINT(96.7023788 5.2022128),5.2022128,Shooting,Shooting,Aceh,0,1,0,5.2022128,96.7023788,1,0,0,1,1,0
Unaffiliated,Unknown,Individual attack,Individual attack,88.361727 22.57179),22.57179),,India,IN,6/1/2013,A female aid worker was drugged and sexually assaulted by a local businessman. She subsequently attempted suicide and was hospitalized.,1640,88.361727,POINT(88.361727 22.57179),22.57179,Rape/sexual assault,Other,West Bengal,1,0,0,22.57179,88.361727,1,1,0,0,0,1
Unknown,Unknown,Individual attack,Individual attack,27.39286 8.770132),8.770132),Aweil,South Sudan,SS,1/17/2014,"A national UN staff member, while in his private residence, was stabbed in the chest by an unknown person.",1641,27.39286,POINT(27.39286 8.770132),8.770132,Bodily assault,Bodily assault,Northern Bahr el Ghazal,0,1,0,8.770132,27.39286,1,0,0,0,1,1
Non-state armed group: National,Non-state armed group,Ambush,Ambush,64.833889 32.073333),32.073333),,Afghanistan,AF,1/18/2014,Three members of a UN-contracted demining team were stopped on the road and abducted by anti-government forces. UPDATE: The deminers were released on 5 February after tribal elders intervened.,1642,64.833889,POINT(64.833889 32.073333),32.073333,Kidnapping,Kidnapping,Helmand,0,3,0,32.073333,64.833889,3,0,3,0,3,0
Police or paramilitary,Police or paramilitary,Unknown,Other,64.114227 31.517771),31.517771),,Afghanistan,AF,1/21/2014,A UN-contracted volunteer vaccinator was shot and killed by Afghan Local Police.,1643,64.114227,POINT(64.114227 31.517771),31.517771,Shooting,Shooting,Helmand,0,1,0,31.517771,64.114227,1,0,0,1,1,0
Aid recipient,Aid recipient,Individual attack,Individual attack,31.589271 4.873132),4.873132),"Juba, Tomping protection site",South Sudan,SS,1/22/2014,A local ICRC staff member was assaulted by IDPs when they reportedly heard the staff member discussing politics over the phone. The staff member was hospitalized.,1644,31.589271,POINT(31.589271 4.873132),4.873132,Bodily assault,Bodily assault,Central Equatoria,0,0,1,4.873132,31.589271,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,47.430831 6.769709),6.769709),Gaalkacyo,Somalia,SO,1/25/2014,The director of a local NGO was shot by unknown individuals while on his way home.,1645,47.430831,POINT(47.430831 6.769709),6.769709,Shooting,Shooting,Mudug,0,1,0,6.769709,47.430831,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,36.718627 34.728099),34.728099),Old City,Syrian Arab Republic,SY,2/8/2014,"One Syrian Arab Red Crescent driver was injured when an aid convoy came under attack from mortars and gunfire as it was exiting Homs.
",1646,36.718627,POINT(36.718627 34.728099),34.728099,Shelling,Explosives,Homs,0,1,0,34.728099,36.718627,1,0,0,0,1,1
Aid recipient,Aid recipient,Unknown,Other,68.451383 28.276899),28.276899),Yar Mohammad Domki (near),Pakistan,PK,1/28/2014,"One male staff member of a local NGO was wounded when his vehicle was shot at. There were two other staffers aboard the vehicle, but they were unharmed.",1647,68.451383,POINT(68.451383 28.276899),28.276899,Shooting,Shooting,Sindh,0,1,0,28.276899,68.451383,1,0,0,0,1,1
Non-state armed group: Regional,Non-state armed group,Ambush,Ambush,-0.024646 16.304936),16.304936),Kidal-Gao Road,Mali,ML,2/8/2014,"Four ICRC staff members and a veterinarian from another aid organization were kidnapped by MUJAO, a jihadist militant group, while traveling from Kidal to Gao. UPDATE: All five were rescued on 17 April 2014 by French troops near Timbuktu; they are in good health.",1648,-0.024646,POINT(-0.024646 16.304936),16.304936,Kidnapping,Kidnapping,Gao,0,0,5,16.304936,-0.024646,5,0,5,0,5,0
Non-state armed group: Unknown,Non-state armed group,Raid,Raid,64.763657 35.598148),35.598148),Khwaja Namusa,Afghanistan,AF,2/14/2014,"One INGO security guard was abducted by armed anti-government elements, who also stole computers and documents from the INGO.",1649,64.763657,POINT(64.763657 35.598148),35.598148,Kidnapping,Kidnapping,Faryab,0,1,0,35.598148,64.763657,1,0,1,0,1,0
Unknown,Unknown,Individual attack,Individual attack,29.8870575 -3.3634357),-3.3634357),,Burundi,BI,11/1/2001,1 UN international (Ivoirian) staff killed.,161,29.8870575,POINT(29.8870575 -3.3634357),-3.3634357,Unknown,Other,,0,1,0,-3.3634357,29.8870575,1,1,0,1,0,0
Unknown,Unknown,Unknown,Other,67.116638 36.700047),36.700047),Karti Bukhdi,Afghanistan,AF,2/17/2014,The director of a local NGO was killed in his office. Further details are unavailable at the moment.,1650,67.116638,POINT(67.116638 36.700047),36.700047,Unknown,Other,Balkh,0,1,0,36.700047,67.116638,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,70.383361 32.216672),32.216672),Ping,Pakistan,PK,2/17/2014,"Two national UN staff members, part of a polio vaccination team, were abducted by armed gunmen. Four other team members were also abducted. An investigation is underway. UPDATE: All six were released unharmed on 29 April 2014.
",1651,70.383361,POINT(70.383361 32.216672),32.216672,Kidnapping,Kidnapping,Khyber Pakhtunkhwa,0,0,2,32.216672,70.383361,2,0,2,0,2,0
Unknown,Unknown,Ambush,Ambush,71.463185 33.540046),33.540046),Jarma,Pakistan,PK,2/18/2014,An INGO-contracted driver was shot in the arm by a man fleeing on a motorcycle; the driver was hospitalized and is in stable condition. Two other staff members were aboard the vehicle but seem to have been unhurt.,1652,71.463185,POINT(71.463185 33.540046),33.540046,Shooting,Shooting,Khyber Pakhtunkhwa,0,1,0,33.540046,71.463185,1,0,0,0,1,1
Police or paramilitary,Police or paramilitary,Individual attack,Individual attack,30.523241 50.450693),50.450693),Kiev,Ukraine,UA,2/20/2014,"One Ukrainian Red Cross Society volunteer was shot in the leg by a sniper while providing medical assistance during the unrest in Kiev.
",1653,30.523241,POINT(30.523241 50.450693),50.450693,Shooting,Shooting,Kiev,0,0,1,50.450693,30.523241,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,1.416614 18.434638),18.434638),Kidal Airport (near),Mali,ML,2/26/2014,Two local INGO staff were injured when their vehicle drove over an improvised explosive device (IED) on the road. Both have been hospitalized but are in stable condition.,1654,1.416614,POINT(1.416614 18.434638),18.434638,Roadside IED,Explosives,Kidal,0,2,0,18.434638,1.416614,2,0,0,0,2,2
Unknown,Unknown,Unknown,Other,69.119684 34.464669),34.464669),Kabul (Darulaman area),Afghanistan,AF,3/4/2014,An INGO national staff sustained injuries when he was robbed and stabbed by three robbers.,1655,69.119684,POINT(69.119684 34.464669),34.464669,Bodily assault,Bodily assault,Kabul,0,1,0,34.464669,69.119684,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Unknown,Other,65.049756 32.270122),32.270122),Bazaar area,Afghanistan,AF,3/7/2014,"A UN-contracted deminer, along with two civilians, was killed by an IED fixed to a motorcycle.",1656,65.049756,POINT(65.049756 32.270122),32.270122,Vehicle-born IED,Explosives,Helmand,0,0,1,32.270122,65.049756,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,20.651292 8.410238),8.410238),Ndele,Central African Republic,CF,3/8/2014,One ICRC staff member was killed during a clash between French troops and Seleka rebels. Three other ICRC staff were present but were unhurt.,1657,20.651292,POINT(20.651292 8.410238),8.410238,Shooting,Shooting,Bamingui-Bangoran,0,1,0,8.410238,20.651292,1,0,0,1,1,0
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,63.993456 31.341322),31.341322),,Afghanistan,AF,3/11/2014,Three UN-contracted vaccinators were killed when their vehicle struck an IED.,1658,63.993456,POINT(63.993456 31.341322),31.341322,Roadside IED,Explosives,Helmand,0,0,3,31.341322,63.993456,3,0,0,3,3,0
Unknown,Unknown,Ambush,Ambush,29.109423 -0.816957),-0.816957),,DR Congo,CD,1/31/2013,"One INGO female staff member was abducted, but was released three days later.",1659,29.109423,POINT(29.109423 -0.816957),-0.816957,Kidnapping,Kidnapping,North Kivu,1,0,0,-0.816957,29.109423,1,1,1,0,0,0
Unknown,Unknown,Unknown,Other,45.6985005 43.3976147),43.3976147),,Chechnya,,7/1/1997,2 INGO international (British) staff kidnapped. Released 15 months later after ransom paid.,17,45.6985005,POINT(45.6985005 43.3976147),43.3976147,Kidnapping,Kidnapping,,1,1,0,43.3976147,45.6985005,2,2,2,0,0,0
Unknown,Unknown,Ambush,Ambush,67.709953 33.93911),33.93911),,Afghanistan,AF,12/1/2001,"3 UN national staff beaten/wounded; 1 UN (different agency) national staff shot dead, and 1 NGO national staff wounded (broken arm).",162,67.709953,POINT(67.709953 33.93911),33.93911,Shooting,Shooting,,0,1,4,33.93911,67.709953,5,0,0,1,5,4
Unknown,Unknown,Individual attack,Individual attack,18.555973 4.361803),4.361803),Bangui,Central African Republic,CF,3/9/2014,A Central African Red Cross volunteer was shot and killed in his parents' home.,1660,18.555973,POINT(18.555973 4.361803),4.361803,Shooting,Shooting,Bangui,0,1,0,4.361803,18.555973,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,25.349635 13.626786),13.626786),Al Fasher,Sudan,SD,3/20/2014,One ICRC warehouse storekeeper was killed by a stray bullet while on his way home from work in a private car.,1661,25.349635,POINT(25.349635 13.626786),13.626786,Shooting,Shooting,North Darfur,0,1,0,13.626786,25.349635,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Unknown,Other,61.987215 32.640653),32.640653),,Afghanistan,AF,3/20/2014,An NGO employee working for a health clinic was abducted by anti-government elements.,1662,61.987215,POINT(61.987215 32.640653),32.640653,Kidnapping,Kidnapping,Farah,0,0,1,32.640653,61.987215,1,0,1,0,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,31.277537 11.441734),11.441734),Abu Jubayhah (near),Sudan,SD,2/16/2014,"A Sudanese Red Crescent Society volunteer died in a landmine explosion, when he was on his way to respond to an emergency.
",1663,31.277537,POINT(31.277537 11.441734),11.441734,Landmine,Explosives,South Kordofan,0,1,0,11.441734,31.277537,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,29.221005 -1.659905),-1.659905),Goma,DR Congo,CD,9/19/2013,"An INGO national staff member was shot and injured just as he reached his house, on his way home from work. He was subsequently hospitalized.",1664,29.221005,POINT(29.221005 -1.659905),-1.659905,Shooting,Shooting,North Kivu,0,1,0,-1.659905,29.221005,1,0,0,0,1,1
Non-state armed group: National,Non-state armed group,Ambush,Ambush,66.920229 32.102489),32.102489),Lawargai,Afghanistan,AF,3/26/2014,"Three UN-contracted deminers, while traveling in a private vehicle, were abducted at gunpoint by anti-government elements. UPDATE: All three were freed unharmed on 31 March in Shinkay District.",1665,66.920229,POINT(66.920229 32.102489),32.102489,Kidnapping,Kidnapping,Zabul,0,3,0,32.102489,66.920229,3,0,3,0,3,0
Unknown,Unknown,Unknown,Other,66.141517 32.92689),32.92689),Kelem Bawari,Afghanistan,AF,11/21/2013,"Two polio workers were abducted on 21 November and found dead the following day by Afghan National Police.
",1666,66.141517,POINT(66.141517 32.92689),32.92689,Kidnap-killing,Kidnapping,Uruzgan,0,0,2,32.92689,66.141517,2,0,0,2,2,0
Unknown,Unknown,Raid,Raid,18.416691 4.249962),4.249962),Bimbo,Central African Republic,CF,3/19/2014,One INGO driver was stabbed by armed men who seized a water pump and demanded money for its return.,1667,18.416691,POINT(18.416691 4.249962),4.249962,Bodily assault,Bodily assault,Ombella-M'poko,0,1,0,4.249962,18.416691,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Raid,Raid,32.356109 7.18192),7.18192),,South Sudan,SS,1/1/2014,Three aid workers were killed by unknown armed elements who looted several UN and NGO properties in Jonglei State.,1669,32.356109,POINT(32.356109 7.18192),7.18192,Unknown,Other,Jonglei,0,0,3,7.18192,32.356109,3,0,0,3,3,0
Non-state armed group: Unknown,Non-state armed group,Raid,Raid,24.907201 11.635326),11.635326),Khor Abeche Refugee Camp,Sudan,SD,3/22/2014,Two local contractors of a INGO were abducted by the militia after an attack on Khor Abeche IDP camp. The contractors were released 24 days later.,1670,24.907201,POINT(24.907201 11.635326),11.635326,Kidnapping,Kidnapping,South Darfur,0,1,1,11.635326,24.907201,2,0,2,0,2,0
Unknown,Unknown,Ambush,Ambush,67.709953 33.93911),33.93911),,Afghanistan,AF,12/1/2001,1 INGO national staff killed.,163,67.709953,POINT(67.709953 33.93911),33.93911,Unknown,Other,,0,1,0,33.93911,67.709953,1,0,0,1,1,0
Unaffiliated,Unknown,Unknown,Other,18.555978 4.361697),4.361697),,Central African Republic,CF,1/14/2014,"A national NGO staff member was stabbed, allegedly by a group of young Muslims, and found dead.",1671,18.555978,POINT(18.555978 4.361697),4.361697,Bodily assault,Bodily assault,,0,0,1,4.361697,18.555978,1,0,0,1,1,0
Unknown,Unknown,Raid,Raid,36.797793 -1.233105),-1.233105),Thigiri Rise,Kenya,KE,3/27/2014,One UN staff member was shot in the leg by five armed robbers who broke into his personal residence and stole valuables; he was hospitalized and is in stable condition. The robbers also killed one security guard.,1672,36.797793,POINT(36.797793 -1.233105),-1.233105,Shooting,Shooting,Nairobi,0,1,0,-1.233105,36.797793,1,1,0,0,0,1
Unknown,Unknown,Ambush,Ambush,106.845056 -6.21195),-6.21195),,Indonesia,ID,1/24/2013,One INGO staff member was hit in the head and subsequently hospitalized when unknown individuals threw stones at the INGO vehicle.,1673,106.845056,POINT(106.845056 -6.21195),-6.21195,Bodily assault,Bodily assault,,0,0,1,-6.21195,106.845056,1,0,0,0,1,1
Unknown,Unknown,Unknown,Other,-15.978341 18.083949),18.083949),,Mauritania,MR,5/14/2013,"During a break-in, one INGO member was stabbed in the hand.",1674,-15.978341,POINT(-15.978341 18.083949),18.083949,Bodily assault,Bodily assault,,0,0,1,18.083949,-15.978341,1,0,0,0,1,1
Unknown,Unknown,Mob violence,Other,44.511848 40.182387),40.182387),Yerevan,Armenia,AM,9/5/2013,One INGO staff member was beaten by a group of unknown men in Yerevan. He was subsequently hospitalized and required surgery.,1675,44.511848,POINT(44.511848 40.182387),40.182387,Bodily assault,Bodily assault,Yerevan,0,1,0,40.182387,44.511848,1,0,0,0,1,1
Staff member,Staff member,Individual attack,Individual attack,123.966694 10.291469),10.291469),Lapu-Lapu,Philippines,PH,11/25/2013,"One INGO truck driver and his assistant began arguing for some unknown reason, and the conflict escalated to the assistant stabbing the truck driver outside of the INGO warehouse. The driver was hospitalized.",1676,123.966694,POINT(123.966694 10.291469),10.291469,Bodily assault,Bodily assault,Cebu,0,1,0,10.291469,123.966694,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,28.398834 4.57736),4.57736),Yambio,South Sudan,SS,12/8/2013,One security guard at an INGO compound was struck by the butt of a gun when he intervened in a conflict between the assailant and another INGO staff member. The guard sustained a deep wound and was hospitalized.,1677,28.398834,POINT(28.398834 4.57736),4.57736,Bodily assault,Bodily assault,Western Equatoria,0,1,0,4.57736,28.398834,1,0,0,0,1,1
